UserId,Age,Address,Gender,UserType,Label,Total_Quantity,Total_Value,StDev_Quantity,StDev_Value,AvgTimeDelta,Recency,Unique_TransactionId,Unique_ItemId,Unique_Location,Unique_ProductCategory,Total_Quantity_per_Unique_TransactionId,Total_Quantity_per_Unique_ItemId,Total_Quantity_per_Unique_Location,Total_Quantity_per_Unique_ProductCategory,Total_Value_per_Unique_TransactionId,Total_Value_per_Unique_ItemId,Total_Value_per_Unique_Location,Total_Value_per_Unique_ProductCategory
1695960,C,B,Unknown,Unknown,Nonchurner,114,6457,0.24843009105039,99.3812083907346,0.411214953271028,28,107,49,1,1,1.05555555555556,2.28,57,57,59.787037037037,129.14,3228.5,3228.5
1518139,D,C,Unknown,Unknown,Churner,27,2871,0.428932027228889,92.290818817991,0,15,22,21,1,1,1.17391304347826,1.22727272727273,13.5,13.5,124.826086956522,130.5,1435.5,1435.5
772655,C,F,Unknown,Unknown,Churner,44,6729,0.764817779970589,185.324388660149,1.67741935483871,18,31,20,1,1,1.375,2.0952380952381,22,22,210.28125,320.428571428571,3364.5,3364.5
1549515,G,H,Unknown,Unknown,Churner,25,1323,1.43372087784044,163.827178589038,6.2,27,10,8,1,1,2.27272727272727,2.77777777777778,12.5,12.5,120.272727272727,147,661.5,661.5
1402681,K,A,Unknown,Unknown,Churner,9,761,0.353553390593274,107.12534380675,0,59,8,8,1,1,1,1,4.5,4.5,84.5555555555556,84.5555555555556,380.5,380.5
1500134,E,F,Unknown,Unknown,Churner,3,292,0,46.4578662158878,5.33333333333333,20,3,3,1,1,0.75,0.75,1.5,1.5,73,73,146,146
2115696,A,E,Unknown,Unknown,Nonchurner,4,382,0.577350269189626,142.682631505497,12.6666666666667,16,3,3,1,1,1,1,2,2,95.5,95.5,191,191
1013863,F,D,Unknown,Unknown,Nonchurner,44,2556,0.707106781186548,73.4371576862303,2.6875,1,32,26,1,1,1.33333333333333,1.62962962962963,22,22,77.4545454545455,94.6666666666667,1278,1278
2049359,D,E,Unknown,Unknown,Churner,16,2105,0.438529009653515,129.334489817721,0,29,13,11,1,1,1.14285714285714,1.33333333333333,8,8,150.357142857143,175.416666666667,1052.5,1052.5
2055374,A,F,Unknown,Unknown,Churner,14,483,1.66666666666667,36.9425229241318,0,5,9,8,1,1,1.4,1.55555555555556,7,7,48.3,53.6666666666667,241.5,241.5
267465,D,E,Unknown,Unknown,Nonchurner,22,3793,0.218217890235992,308.745117563092,3.38095238095238,2,21,18,1,1,1,1.15789473684211,11,11,172.409090909091,199.631578947368,1896.5,1896.5
1647716,E,C,Unknown,Unknown,Nonchurner,41,2730,0.314800093867678,67.7126835054372,2.05405405405405,18,37,30,1,1,1.07894736842105,1.32258064516129,20.5,20.5,71.8421052631579,88.0645161290323,1365,1365
562980,E,E,Unknown,Unknown,Churner,78,6213,0.663634969889877,135.158786096817,1.56896551724138,6,58,37,1,1,1.32203389830508,2.05263157894737,39,39,105.305084745763,163.5,3106.5,3106.5
2006246,B,E,Unknown,Unknown,Nonchurner,60,3242,0.852802865422442,82.7435676037599,2.11111111111111,2,45,32,1,1,1.30434782608696,1.81818181818182,30,30,70.4782608695652,98.2424242424242,1621,1621
1593129,D,A,Unknown,Unknown,Churner,1,95,0,0,0,4,1,1,1,1,0.5,0.5,0.5,0.5,47.5,47.5,47.5,47.5
1223156,C,F,Unknown,Unknown,Churner,15,2080,0.375533808099405,249.359847075132,0,73,13,12,1,1,1.07142857142857,1.15384615384615,7.5,7.5,148.571428571429,160,1040,1040
784283,F,D,Unknown,Unknown,Churner,13,702,0.52704627669473,58.1700094550448,5.55555555555556,4,9,9,1,1,1.3,1.3,6.5,6.5,70.2,70.2,351,351
1486124,D,E,Unknown,Unknown,Nonchurner,10,490,0.786795792469443,32.8379861339476,0,24,7,7,1,1,1.25,1.25,5,5,61.25,61.25,245,245
1909142,C,F,Unknown,Unknown,Churner,14,1442,0.389249472080761,96.7272015265174,1.75,16,12,12,1,1,1.07692307692308,1.07692307692308,7,7,110.923076923077,110.923076923077,721,721
2173832,E,G,Unknown,Unknown,Nonchurner,7,671,0.547722557505166,30.970954134479,0,8,5,5,1,1,1.16666666666667,1.16666666666667,3.5,3.5,111.833333333333,111.833333333333,335.5,335.5
2030128,E,F,Unknown,Unknown,Nonchurner,77,4712,1.84655248979307,106.654674122587,1.70731707317073,1,41,22,1,1,1.83333333333333,3.34782608695652,38.5,38.5,112.190476190476,204.869565217391,2356,2356
1135121,D,F,Unknown,Unknown,Nonchurner,36,2269,1.94063955214384,107.785443146957,1.21052631578947,74,19,15,1,1,1.8,2.25,18,18,113.45,141.8125,1134.5,1134.5
1967302,E,C,Unknown,Unknown,Nonchurner,8,644,1.34164078649987,64.9592179755883,6.8,37,5,5,1,1,1.33333333333333,1.33333333333333,4,4,107.333333333333,107.333333333333,322,322
100991,E,E,Unknown,Unknown,Churner,24,1631,0.485071250072666,61.0170071652051,0,87,18,17,1,1,1.26315789473684,1.33333333333333,12,12,85.8421052631579,90.6111111111111,815.5,815.5
582995,E,F,Unknown,Unknown,Nonchurner,10,210,1,23.6220236220354,8.6,0,5,4,1,1,1.66666666666667,2,5,5,35,42,105,105
578264,C,F,Unknown,Unknown,Churner,9,582,0,34.0624426605022,0,88,9,8,1,1,0.9,1,4.5,4.5,58.2,64.6666666666667,291,291
1893243,B,A,Unknown,Unknown,Churner,8,1127,0.516397779494322,158.575428949969,0,75,6,5,1,1,1.14285714285714,1.33333333333333,4,4,161,187.833333333333,563.5,563.5
1804744,D,E,Unknown,Unknown,Nonchurner,113,9455,0.883878153471212,91.9877459665668,1.10975609756098,2,82,51,1,1,1.36144578313253,2.17307692307692,56.5,56.5,113.915662650602,181.826923076923,4727.5,4727.5
1444353,D,F,Unknown,Unknown,Nonchurner,22,2766,0.427792631946499,209.997478976464,4.16666666666667,0,18,15,1,1,1.15789473684211,1.375,11,11,145.578947368421,172.875,1383,1383
799805,J,E,Unknown,Unknown,Churner,16,774,0.843274042711568,84.0690192639358,8.5,10,10,8,1,1,1.45454545454545,1.77777777777778,8,8,70.3636363636364,86,387,387
1686197,E,D,Unknown,Unknown,Churner,37,5821,1.52968001510662,465.365829999609,2.39130434782609,14,23,19,1,1,1.54166666666667,1.85,18.5,18.5,242.541666666667,291.05,2910.5,2910.5
925433,G,E,Unknown,Unknown,Nonchurner,13,423,0.517549169506766,61.3687624121588,3.5,42,8,7,1,1,1.44444444444444,1.625,6.5,6.5,47,52.875,211.5,211.5
1812008,F,F,Unknown,Unknown,Nonchurner,2,280,0,0,0,53,1,1,1,1,1,1,1,1,140,140,140,140
631396,D,E,Unknown,Unknown,Churner,29,3148,0.508977377704051,73.6960070103894,0,17,24,18,1,1,1.16,1.52631578947368,14.5,14.5,125.92,165.684210526316,1574,1574
2172729,D,G,Unknown,Unknown,Churner,9,1075,1.22474487139159,302.803181401165,0,17,6,6,1,1,1.28571428571429,1.28571428571429,4.5,4.5,153.571428571429,153.571428571429,537.5,537.5
2062617,D,H,Unknown,Unknown,Nonchurner,6,1346,0,306.191878838526,0,27,6,5,1,1,0.857142857142857,1,3,3,192.285714285714,224.333333333333,673,673
2076508,D,E,Unknown,Unknown,Churner,17,419,2.31540733157497,19.0204568235828,0,93,9,8,1,1,1.7,1.88888888888889,8.5,8.5,41.9,46.5555555555556,209.5,209.5
1588705,C,F,Unknown,Unknown,Churner,17,1163,1.88856206322871,129.06419591299,6.3,25,10,8,1,1,1.54545454545455,1.88888888888889,8.5,8.5,105.727272727273,129.222222222222,581.5,581.5
2006260,B,E,Unknown,Unknown,Nonchurner,12,1333,0.421637021355784,93.6744362139426,3.9,25,10,7,1,1,1.09090909090909,1.5,6,6,121.181818181818,166.625,666.5,666.5
1719512,J,F,Unknown,Unknown,Churner,53,4650,1.35268927361192,112.960722276301,2.32352941176471,16,34,28,1,1,1.51428571428571,1.82758620689655,26.5,26.5,132.857142857143,160.344827586207,2325,2325
1828740,E,E,Unknown,Unknown,Nonchurner,30,2904,0.612686392361227,71.3457885124381,1.73076923076923,37,26,22,1,1,1.11111111111111,1.30434782608696,15,15,107.555555555556,126.260869565217,1452,1452
1221688,K,H,Unknown,Unknown,Churner,10,776,0.534522483824849,87.535571001029,0,73,7,7,1,1,1.25,1.25,5,5,97,97,388,388
1996708,D,D,Unknown,Unknown,Churner,4,131,0,19.8725103262438,0,24,4,4,1,1,0.8,0.8,2,2,26.2,26.2,65.5,65.5
1850024,C,D,Unknown,Unknown,Churner,6,1012,0,198.987101759553,0,67,6,6,1,1,0.857142857142857,0.857142857142857,3,3,144.571428571429,144.571428571429,506,506
1979282,E,G,Unknown,Unknown,Nonchurner,37,2163,0.741523802623726,51.6477219196276,0.0740740740740741,95,27,22,1,1,1.32142857142857,1.60869565217391,18.5,18.5,77.25,94.0434782608696,1081.5,1081.5
2006963,A,C,Unknown,Unknown,Churner,8,365,0,52.8446172417643,0,74,8,8,1,1,0.888888888888889,0.888888888888889,4,4,40.5555555555556,40.5555555555556,182.5,182.5
1278361,B,E,Unknown,Unknown,Churner,13,1958,0,92.5801800797003,4.38461538461539,17,13,11,1,1,0.928571428571429,1.08333333333333,6.5,6.5,139.857142857143,163.166666666667,979,979
1751673,D,E,Unknown,Unknown,Nonchurner,14,2507,0.277350098112615,193.216133795743,5.53846153846154,19,13,11,1,1,1,1.16666666666667,7,7,179.071428571429,208.916666666667,1253.5,1253.5
2116518,G,E,Unknown,Unknown,Nonchurner,18,1256,0.611249845502127,74.7729162931941,3.07142857142857,14,14,12,1,1,1.2,1.38461538461538,9,9,83.7333333333333,96.6153846153846,628,628
2043043,D,F,Unknown,Unknown,Nonchurner,12,1051,0.5,123.917086975302,0,66,9,8,1,1,1.2,1.33333333333333,6,6,105.1,116.777777777778,525.5,525.5
2006390,D,F,Unknown,Unknown,Nonchurner,41,4054,0.273276312733094,198.304448610083,1.81578947368421,22,38,30,1,1,1.05128205128205,1.32258064516129,20.5,20.5,103.948717948718,130.774193548387,2027,2027
2150017,C,F,Unknown,Unknown,Churner,5,304,0,32.7597313786301,0,16,5,5,1,1,0.833333333333333,0.833333333333333,2.5,2.5,50.6666666666667,50.6666666666667,152,152
765763,D,E,Unknown,Unknown,Nonchurner,4,424,0,79.103307979713,0,37,4,4,1,1,0.8,0.8,2,2,84.8,84.8,212,212
1037180,F,G,Unknown,Unknown,Churner,24,2272,0.485071250072666,109.728303794394,0,17,18,16,1,1,1.26315789473684,1.41176470588235,12,12,119.578947368421,133.647058823529,1136,1136
906487,C,E,Unknown,Unknown,Nonchurner,16,1224,0.363136519601281,62.6819987479098,1.14285714285714,56,14,11,1,1,1.06666666666667,1.33333333333333,8,8,81.6,102,612,612
2167015,D,F,Unknown,Unknown,Churner,1,95,0,0,0,15,1,1,1,1,0.5,0.5,0.5,0.5,47.5,47.5,47.5,47.5
1607888,E,F,Unknown,Unknown,Churner,34,1902,0.790256875233462,55.3266619785768,3.73913043478261,9,23,15,1,1,1.41666666666667,2.125,17,17,79.25,118.875,951,951
587297,J,E,Unknown,Unknown,Churner,12,1250,0,78.7756692171261,2.66666666666667,53,12,9,1,1,0.923076923076923,1.2,6,6,96.1538461538462,125,625,625
1407044,F,F,Unknown,Unknown,Churner,85,5385,3.16434233440202,77.0258047726269,1.79245283018868,2,53,43,1,1,1.57407407407407,1.93181818181818,42.5,42.5,99.7222222222222,122.386363636364,2692.5,2692.5
1793956,A,E,Unknown,Unknown,Churner,15,1101,2.62995563967658,285.051311170463,0,70,4,3,1,1,3,3.75,7.5,7.5,220.2,275.25,550.5,550.5
1576498,H,F,Unknown,Unknown,Churner,4,456,0,149.906637611548,0,24,2,2,1,1,1.33333333333333,1.33333333333333,2,2,152,152,228,228
1584776,C,C,Unknown,Unknown,Nonchurner,36,3614,0.384353057392904,180.797905341178,2.3030303030303,9,33,21,1,1,1.05882352941176,1.63636363636364,18,18,106.294117647059,164.272727272727,1807,1807
1769913,H,E,Unknown,Unknown,Churner,78,8441,0.474341649025257,166.895352403373,1.16923076923077,19,65,39,1,1,1.18181818181818,1.95,39,39,127.893939393939,211.025,4220.5,4220.5
1000467,B,F,Unknown,Unknown,Nonchurner,12,1687,0.301511344577764,96.8042072714536,0,15,11,8,1,1,1,1.33333333333333,6,6,140.583333333333,187.444444444444,843.5,843.5
1762969,A,E,Unknown,Unknown,Nonchurner,16,219,1.96638416050035,19.4293592277254,3.16666666666667,70,6,6,1,1,2.28571428571429,2.28571428571429,8,8,31.2857142857143,31.2857142857143,109.5,109.5
1810905,D,C,Unknown,Unknown,Churner,6,280,0,36.4892678285913,0,19,6,6,1,1,0.857142857142857,0.857142857142857,3,3,40,40,140,140
1936872,H,E,Unknown,Unknown,Nonchurner,23,894,0.751903901522118,44.797583968466,3.61111111111111,0,18,14,1,1,1.21052631578947,1.53333333333333,11.5,11.5,47.0526315789474,59.6,447,447
2127538,B,G,Unknown,Unknown,Churner,38,2224,1.61896653195146,77.006219844483,1.6,59,20,16,1,1,1.80952380952381,2.23529411764706,19,19,105.904761904762,130.823529411765,1112,1112
1115178,I,E,Unknown,Unknown,Churner,61,4858,0.506689938599091,88.0105188518476,1.68,3,50,32,1,1,1.19607843137255,1.84848484848485,30.5,30.5,95.2549019607843,147.212121212121,2429,2429
1642971,A,F,Unknown,Unknown,Nonchurner,14,1326,0.277350098112615,69.5089922240281,0,67,13,10,1,1,1,1.27272727272727,7,7,94.7142857142857,120.545454545455,663,663
1733242,D,F,Unknown,Unknown,Churner,42,2852,0.801277389263827,66.7757582805272,0.515151515151515,80,33,25,1,1,1.23529411764706,1.61538461538462,21,21,83.8823529411765,109.692307692308,1426,1426
2093017,E,E,Unknown,Unknown,Churner,42,5323,0.346583496606691,238.556208396605,0,17,37,31,1,1,1.10526315789474,1.3125,21,21,140.078947368421,166.34375,2661.5,2661.5
2017419,C,E,Unknown,Unknown,Churner,4,418,0,37.9165750914645,0,25,4,3,1,1,0.8,1,2,2,83.6,104.5,209,209
1724226,H,E,Unknown,Unknown,Nonchurner,91,7793,0.66359653431913,123.053182672232,1.24,1,75,58,1,1,1.19736842105263,1.54237288135593,45.5,45.5,102.539473684211,132.084745762712,3896.5,3896.5
1656503,E,F,Unknown,Unknown,Churner,6,1445,0,490.667470560936,2.16666666666667,9,6,5,1,1,0.857142857142857,1,3,3,206.428571428571,240.833333333333,722.5,722.5
1797718,C,E,Unknown,Unknown,Nonchurner,20,1866,1.39136531360295,122.169019111922,0.846153846153846,4,13,13,1,1,1.42857142857143,1.42857142857143,10,10,133.285714285714,133.285714285714,933,933
908368,G,E,Unknown,Unknown,Nonchurner,12,2418,0.707106781186548,496.847058962816,0,34,9,9,1,1,1.2,1.2,6,6,241.8,241.8,1209,1209
1939798,G,D,Unknown,Unknown,Churner,16,1260,0.534522483824849,97.0714022915974,0,57,8,8,1,1,1.77777777777778,1.77777777777778,8,8,140,140,630,630
1990836,G,F,Unknown,Unknown,Churner,81,5897,0.489755183597009,80.6808513025226,0.742424242424242,24,66,38,1,1,1.2089552238806,2.07692307692308,40.5,40.5,88.0149253731343,151.205128205128,2948.5,2948.5
82075,F,E,Unknown,Unknown,Churner,12,764,0.755928946018454,38.1725406168211,1.625,41,8,4,1,1,1.33333333333333,2.4,6,6,84.8888888888889,152.8,382,382
737760,H,E,Unknown,Unknown,Churner,8,263,0.377964473009227,26.1397343958525,0,24,7,2,1,1,1,2.66666666666667,4,4,32.875,87.6666666666667,131.5,131.5
2134857,C,F,Unknown,Unknown,Churner,4,1970,0,496.434285681398,11.75,29,4,4,1,1,0.8,0.8,2,2,394,394,985,985
1458381,F,C,Unknown,Unknown,Churner,10,293,0.462910049886276,28.8836953512333,0,60,8,8,1,1,1.11111111111111,1.11111111111111,5,5,32.5555555555556,32.5555555555556,146.5,146.5
1740868,F,G,Unknown,Unknown,Churner,56,3410,0.663761787198485,47.5229108235186,0.934782608695652,16,46,35,1,1,1.19148936170213,1.55555555555556,28,28,72.5531914893617,94.7222222222222,1705,1705
1128277,D,F,Unknown,Unknown,Churner,13,783,0.404519917477945,25.1945159978047,0,88,11,9,1,1,1.08333333333333,1.3,6.5,6.5,65.25,78.3,391.5,391.5
741774,E,D,Unknown,Unknown,Churner,6,212,0.577350269189626,24.9131825880731,0,71,4,4,1,1,1.2,1.2,3,3,42.4,42.4,106,106
1008876,K,G,Unknown,Unknown,Churner,31,3390,0.572768051751073,77.2097139027766,1.91304347826087,9,23,20,1,1,1.29166666666667,1.47619047619048,15.5,15.5,141.25,161.428571428571,1695,1695
1930443,J,G,Unknown,Unknown,Churner,14,1076,0.277350098112615,87.978362724549,5.15384615384615,10,13,8,1,1,1,1.55555555555556,7,7,76.8571428571429,119.555555555556,538,538
1155266,E,E,Unknown,Unknown,Nonchurner,347,29100,0.816138287869358,176.410049053175,0.369047619047619,2,252,127,1,1,1.37154150197628,2.7109375,173.5,173.5,115.01976284585,227.34375,14550,14550
1709933,D,A,Unknown,Unknown,Churner,32,3253,0.514407799916938,118.036376400863,2.46153846153846,24,26,16,1,1,1.18518518518519,1.88235294117647,16,16,120.481481481481,191.352941176471,1626.5,1626.5
2050713,A,G,Unknown,Unknown,Churner,5,188,0,20.8278659492517,0,67,5,5,1,1,0.833333333333333,0.833333333333333,2.5,2.5,31.3333333333333,31.3333333333333,94,94
81108,D,E,Unknown,Unknown,Nonchurner,19,2264,0.928782731664065,139.590295326898,1.64285714285714,24,14,13,1,1,1.26666666666667,1.35714285714286,9.5,9.5,150.933333333333,161.714285714286,1132,1132
1692990,B,F,Unknown,Unknown,Churner,9,1357,0,182.579282626602,8.33333333333333,21,9,6,1,1,0.9,1.28571428571429,4.5,4.5,135.7,193.857142857143,678.5,678.5
2020013,B,D,Unknown,Unknown,Churner,7,327,0.957427107756338,55.5420261303697,0,67,4,2,1,1,1.4,2.33333333333333,3.5,3.5,65.4,109,163.5,163.5
1660081,B,F,Unknown,Unknown,Churner,55,2805,1.07034837583174,104.152622476675,0,70,37,20,1,1,1.44736842105263,2.61904761904762,27.5,27.5,73.8157894736842,133.571428571429,1402.5,1402.5
1111668,C,F,Unknown,Unknown,Nonchurner,87,5709,0.544097985624305,54.010276518072,1.15068493150685,4,73,52,1,1,1.17567567567568,1.64150943396226,43.5,43.5,77.1486486486486,107.716981132075,2854.5,2854.5
1760231,C,B,Unknown,Unknown,Churner,8,1977,0.547722557505166,260.727443894961,0.2,23,5,5,1,1,1.33333333333333,1.33333333333333,4,4,329.5,329.5,988.5,988.5
1613254,F,F,Unknown,Unknown,Churner,7,1377,0.547722557505166,312.201537472191,0,52,5,5,1,1,1.16666666666667,1.16666666666667,3.5,3.5,229.5,229.5,688.5,688.5
1859263,D,F,Unknown,Unknown,Nonchurner,46,2680,0.297101757186175,78.1119390940719,2.02380952380952,2,42,27,1,1,1.06976744186047,1.64285714285714,23,23,62.3255813953488,95.7142857142857,1340,1340
1452266,F,C,Unknown,Unknown,Churner,13,1256,0.52704627669473,96.4522046289134,0,54,9,8,1,1,1.3,1.44444444444444,6.5,6.5,125.6,139.555555555556,628,628
440189,E,F,Unknown,Unknown,Nonchurner,147,10104,1.10652786999186,81.7834687719705,0.666666666666667,32,93,49,1,1,1.56382978723404,2.94,73.5,73.5,107.489361702128,202.08,5052,5052
648318,E,E,Unknown,Unknown,Churner,41,2855,0.683179237804942,60.4983254233723,0.78125,69,32,27,1,1,1.24242424242424,1.46428571428571,20.5,20.5,86.5151515151515,101.964285714286,1427.5,1427.5
2129419,B,F,Unknown,Unknown,Churner,2,110,0,24.0416305603426,0,65,2,2,1,1,0.666666666666667,0.666666666666667,1,1,36.6666666666667,36.6666666666667,55,55
702805,J,C,Unknown,Unknown,Churner,5,1082,0,365.999726775854,0,18,5,5,1,1,0.833333333333333,0.833333333333333,2.5,2.5,180.333333333333,180.333333333333,541,541
1396638,D,C,Unknown,Unknown,Churner,14,6389,0.389249472080761,615.339737400603,2.75,43,12,9,1,1,1.07692307692308,1.4,7,7,491.461538461538,638.9,3194.5,3194.5
1965025,E,F,Unknown,Unknown,Churner,16,2080,0,95.5496380596668,3.875,5,16,15,1,1,0.941176470588235,1,8,8,122.352941176471,130,1040,1040
1742787,E,F,Unknown,Unknown,Nonchurner,91,6498,1.41864337294749,139.895271752921,0.431372549019608,71,51,34,1,1,1.75,2.6,45.5,45.5,124.961538461538,185.657142857143,3249,3249
1505801,E,F,Unknown,Unknown,Nonchurner,15,503,0.621581560508061,29.5741236197928,0,81,12,11,1,1,1.15384615384615,1.25,7.5,7.5,38.6923076923077,41.9166666666667,251.5,251.5
1652543,E,F,Unknown,Unknown,Churner,24,2108,0.618346942400842,91.579883162188,0,21,17,13,1,1,1.33333333333333,1.71428571428571,12,12,117.111111111111,150.571428571429,1054,1054
1818246,B,F,Unknown,Unknown,Nonchurner,26,1692,0.28232985128664,46.5916581449475,3.41666666666667,15,24,17,1,1,1.04,1.44444444444444,13,13,67.68,94,846,846
1533248,E,E,Unknown,Unknown,Churner,162,16099,2.51143761513153,377.1080136736,0.701923076923077,20,104,70,1,1,1.54285714285714,2.28169014084507,81,81,153.32380952381,226.746478873239,8049.5,8049.5
1517071,F,F,Unknown,Unknown,Nonchurner,7,576,0,53.2594726651647,10,24,7,7,1,1,0.875,0.875,3.5,3.5,72,72,288,288
1775631,J,E,Unknown,Unknown,Churner,42,858,2.76887462097269,43.2198146797552,9,0,7,4,1,1,5.25,8.4,21,21,107.25,171.6,429,429
2129068,D,C,Unknown,Unknown,Nonchurner,39,3573,0.435705832176382,105.072087129557,1.64705882352941,38,34,27,1,1,1.11428571428571,1.39285714285714,19.5,19.5,102.085714285714,127.607142857143,1786.5,1786.5
1715279,F,E,Unknown,Unknown,Nonchurner,14,2427,1.92353840616713,838.622561108393,13.4,9,5,5,1,1,2.33333333333333,2.33333333333333,7,7,404.5,404.5,1213.5,1213.5
1622089,B,C,Unknown,Unknown,Churner,30,1788,0.726731400270092,59.4732287257463,3.09090909090909,2,22,16,1,1,1.30434782608696,1.76470588235294,15,15,77.7391304347826,105.176470588235,894,894
2141176,D,G,Unknown,Unknown,Churner,2,158,0,28.2842712474619,0,66,2,2,1,1,0.666666666666667,0.666666666666667,1,1,52.6666666666667,52.6666666666667,79,79
938570,E,C,Unknown,Unknown,Churner,4,48,0,8.48528137423857,7,76,2,2,1,1,1.33333333333333,1.33333333333333,2,2,16,16,24,24
1816303,C,G,Unknown,Unknown,Nonchurner,38,2408,0.409338407999805,50.8035256401444,2.79411764705882,0,34,24,1,1,1.08571428571429,1.52,19,19,68.8,96.32,1204,1204
1718850,I,E,Unknown,Unknown,Nonchurner,80,7987,0.4599331055039,261.56592785641,1.38461538461538,7,65,39,1,1,1.21212121212121,2,40,40,121.015151515152,199.675,3993.5,3993.5
1711844,H,C,Unknown,Unknown,Churner,12,1896,0.5,235.34442844478,5.44444444444444,10,9,9,1,1,1.2,1.2,6,6,189.6,189.6,948,948
1800586,A,F,Unknown,Unknown,Churner,1,168,0,0,0,91,1,1,1,1,0.5,0.5,0.5,0.5,84,84,84,84
1928099,C,F,Unknown,Unknown,Churner,17,847,0.480384461415261,55.8641897131579,2.76923076923077,16,13,10,1,1,1.21428571428571,1.54545454545455,8.5,8.5,60.5,77,423.5,423.5
589338,G,E,Unknown,Unknown,Nonchurner,50,4510,0.559544831406364,110.022602266292,2.41025641025641,1,39,30,1,1,1.25,1.61290322580645,25,25,112.75,145.483870967742,2255,2255
1749274,D,C,Unknown,Unknown,Churner,4,242,0,13.5030860670194,0,55,4,3,1,1,0.8,1,2,2,48.4,60.5,121,121
2094816,D,G,Unknown,Unknown,Churner,7,6270,0.547722557505166,2648.14085728082,0,4,5,5,1,1,1.16666666666667,1.16666666666667,3.5,3.5,1045,1045,3135,3135
1945218,A,E,Unknown,Unknown,Churner,26,1680,0.538958431120797,60.1306909988568,0.333333333333333,80,21,16,1,1,1.18181818181818,1.52941176470588,13,13,76.3636363636364,98.8235294117647,840,840
1739817,D,F,Unknown,Unknown,Churner,35,3399,0.795822425754221,153.150672774979,1.95238095238095,18,21,19,1,1,1.59090909090909,1.75,17.5,17.5,154.5,169.95,1699.5,1699.5
2107660,A,E,Unknown,Unknown,Nonchurner,41,1822,0.893152169409445,45.4476625195403,2.85185185185185,17,27,23,1,1,1.46428571428571,1.70833333333333,20.5,20.5,65.0714285714286,75.9166666666667,911,911
375917,C,F,Unknown,Unknown,Churner,47,4866,0.570294807394764,85.5288383309093,1.87179487179487,24,39,32,1,1,1.175,1.42424242424242,23.5,23.5,121.65,147.454545454545,2433,2433
1609943,D,F,Unknown,Unknown,Churner,16,3320,0.258198889747161,269.303510843028,0,86,15,9,1,1,1,1.6,8,8,207.5,332,1660,1660
838245,F,E,Unknown,Unknown,Churner,31,5689,0.572768051751073,376.000557143646,0.0869565217391304,16,23,20,1,1,1.29166666666667,1.47619047619048,15.5,15.5,237.041666666667,270.904761904762,2844.5,2844.5
2013497,I,C,Unknown,Unknown,Churner,46,4725,1.34839972492648,188.516415028447,0,52,23,15,1,1,1.91666666666667,2.875,23,23,196.875,295.3125,2362.5,2362.5
381680,C,C,Unknown,Unknown,Churner,29,3988,0.325812593608421,241.109780294882,0.230769230769231,52,26,17,1,1,1.07407407407407,1.61111111111111,14.5,14.5,147.703703703704,221.555555555556,1994,1994
1851120,A,E,Unknown,Unknown,Churner,7,415,0,38.5647260490477,0,74,7,6,1,1,0.875,1,3.5,3.5,51.875,59.2857142857143,207.5,207.5
1604320,F,E,Unknown,Unknown,Nonchurner,21,2146,0.383482494423685,70.610410460211,4.77777777777778,3,18,16,1,1,1.10526315789474,1.23529411764706,10.5,10.5,112.947368421053,126.235294117647,1073,1073
268035,I,C,Unknown,Unknown,Churner,6,92,0,23.6924741918891,6.66666666666667,43,3,2,1,1,1.5,2,3,3,23,30.6666666666667,46,46
1800821,F,F,Unknown,Unknown,Nonchurner,8,768,2.82842712474619,517.602163828553,0,58,2,2,1,1,2.66666666666667,2.66666666666667,4,4,256,256,384,384
1516678,E,G,Unknown,Unknown,Churner,21,1793,2.59807621135332,162.943636843783,0,16,12,12,1,1,1.61538461538462,1.61538461538462,10.5,10.5,137.923076923077,137.923076923077,896.5,896.5
172417,G,E,Unknown,Unknown,Churner,97,7777,0.980871844336864,104.258020156845,1.26984126984127,17,63,35,1,1,1.515625,2.69444444444444,48.5,48.5,121.515625,216.027777777778,3888.5,3888.5
1697698,E,F,Unknown,Unknown,Nonchurner,122,44129,0.600366188621212,829.790292144786,0.857142857142857,3,91,55,1,1,1.32608695652174,2.17857142857143,61,61,479.663043478261,788.017857142857,22064.5,22064.5
1678345,C,C,Unknown,Unknown,Churner,2,75,0,12.0208152801713,0,52,2,2,1,1,0.666666666666667,0.666666666666667,1,1,25,25,37.5,37.5
454827,D,E,Unknown,Unknown,Churner,49,5931,0.795346312983066,152.412530801947,2.42424242424242,16,33,22,1,1,1.44117647058824,2.1304347826087,24.5,24.5,174.441176470588,257.869565217391,2965.5,2965.5
1136463,F,C,Unknown,Unknown,Churner,20,1923,0.937614461876991,184.535427969331,0,88,14,11,1,1,1.33333333333333,1.66666666666667,10,10,128.2,160.25,961.5,961.5
1306040,G,D,Unknown,Unknown,Churner,90,6286,0.716598572084479,64.882157905039,0.746666666666667,10,75,44,1,1,1.18421052631579,2,45,45,82.7105263157895,139.688888888889,3143,3143
1830002,D,E,Unknown,Unknown,Churner,9,720,0.353553390593274,39.0896405713841,0,80,8,7,1,1,1,1.125,4.5,4.5,80,90,360,360
1867701,B,F,Unknown,Unknown,Nonchurner,57,8254,0.188918595406158,186.583399538022,1.69090909090909,2,55,31,1,1,1.01785714285714,1.78125,28.5,28.5,147.392857142857,257.9375,4127,4127
